Version ID,Primary Product ID,Primary Product ID Type,GTIN,UPC,SKU,Model Number,Serial Number,Registered Number,Alternate Identifier,Certificate Type,Product Name (Model),Trade/Brand Name,Product/Model Description,Product/Model Color,Product/Model Style,Manufacturer GLN,Manufacturer Alternate ID,Small Batch Manufacturer CPSC ID,Manufacturer Name,Manufacturer Address Line 1,Manufacturer Address Line 2,Manufacturer Apt/Suite Number,Manufacturer City,Manufacturer State/Province,Manufacturer Country,Manufacturer Zip/Postal Code,Manufacturer Phone,Manufacturer Email,Manufacture Date,Production Start Date,Production End Date,Lot Number,Lot Number Assigned By,Lab 1 Type,Lab 1 CPSC-ID,Lab 1 Alternate ID,Lab 1 GLN,Lab 1 Name,Lab 1 Address Line 1,Lab 1 Address Line 2,Lab 1 Apt/Suite Number,Lab 1 City,Lab 1 State/Province,Lab 1 Country,Lab 1 Zip/Postal Code,Lab 1 Phone,Lab 1 Email,Lab 1 Citation Codes,Lab 1 Test Report ID,Lab 1 Test URL,Lab 1 Test Report Access Key,Lab 1 Is Component?,Lab 1 Component Description,Last Test Date,Testing Exclusions,Point of Contact (POC) for Test Result Records,POC Alternate ID,POC GLN,POC Name,POC Address Line 1,POC Address Line 2,POC Apt/Suite Number,POC City,POC State/Province,POC Country,POC Zip/Postal Code,POC Phone,POC Email
D2ACA052,VW4432,Model #,,,,VW4432,,,,GCC,NOVA SATIN WIDELEG PANT,VUORI,,,,,ASMVN003,,Hung Ha Garment Factory,240 Long Hung Street Hung Ha Commune,,,Thai Binh,Thai Binh,Viet Nam,,84827889120,nkhong@ppj-international.com,May-26,,,,,ITL,1023,,,SGS-CSTC Standards Technical Services (Shanghai) Co Ltd,No 889 Yishan Road xuhui district,,,Shanghai,,China,,,,1610,SL52515300219001TX,www.sgs.com,,TRUE,RR6406,5/27/2025,1610.1(d)(1),Importer,,,,,,,,,,,,
2B23ED26,VW4432-S,Model #,,,,VW4432-S,,,,GCC,NOVA SATIN WIDELEG PANT- SHORT,VUORI,,,,,ASMVN003,,Hung Ha Garment Factory,240 Long Hung Street Hung Ha Commune,,,Thai Binh,Thai Binh,Viet Nam,,84827889120,nkhong@ppj-international.com,May-26,,,,,ITL,1023,,,SGS-CSTC Standards Technical Services (Shanghai) Co Ltd,No 889 Yishan Road xuhui district,,,Shanghai,,China,,,,1610,SL52515300219001TX,www.sgs.com,,TRUE,RR6406,5/27/2025,1610.1(d)(1),Importer,,,,,,,,,,,,
EF2934E1,VW444-S,Model #,,,,VW444-S,,,,GCC,CLEAN ELEVATION LEGGING - S,VUORI,,,,,ECL003,,PT Eclat Textile International,Jalan Saptarengga No11 Wonorejo Kec Kaliwungu Kab Kendal Jawa Tengah,,,Kendal,Jawa Tengah,Indonesia,51372,84613560751,david.hsu@eclat.com.tw,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX33405/2026/YW,www.sgs.com,,TRUE,RT2310126,4/7/2026,,Importer,,,,,,,,,,,,
C9FA5D72,VW4454-L,Model #,,,,VW4454-L,,,,GCC,VILLA EVERYDAY WIDELEG - LONG,VUORI,,,,,ASMVN003,,Hung Ha Garment Factory,240 Long Hung Street Hung Ha Commune,,,Thai Binh,Thai Binh,Viet Nam,,84827889120,nkhong@ppj-international.com,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX40597/2026/YA,www.sgs.com,,TRUE,FVF06314QD,4/15/2026,1610.1(d)(1),Importer,,,,,,,,,,,,
7F9B7FA9,VW4454-S,Model #,,,,VW4454-S,,,,GCC,VILLA EVERYDAY WIDELEG - SHORT,VUORI,,,,,ASMVN003,,Hung Ha Garment Factory,240 Long Hung Street Hung Ha Commune,,,Thai Binh,Thai Binh,Viet Nam,,84827889120,nkhong@ppj-international.com,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX40597/2026/YA,www.sgs.com,,TRUE,FVF06314QD,4/15/2026,1610.1(d)(1),Importer,,,,,,,,,,,,
C803CB5F,VW4461,Model #,,,,VW4461,,,,GCC,CHILLED OUT LEGGING,VUORI,,,,,SAB003-1,,AROMA SUCCESS GARMENT CO LTD,Tang Snao village Tumpoar Meas commune Samraong Tong district,,,Samraong Tong,Kampong Speu,Cambodia,,85598535466,fionsun@sabrina.com.tw,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX71107/2026/TY,www.sgs.com,,TRUE,KP-N92BCU,7/16/2026,1610.1(d)(1),Importer,,,,,,,,,,,,
33C39C8C,VW4463-L,Model #,,,,VW4463-L,,,,GCC,HALO EASY WIDELEG PANT - LONG,VUORI,,,,,ECL003,,PT Eclat Textile International,Jalan Saptarengga No11 Wonorejo Kec Kaliwungu Kab Kendal Jawa Tengah,,,Kendal,Jawa Tengah,Indonesia,51372,84613560751,david.hsu@eclat.com.tw,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX33405/2026/YW,www.sgs.com,,TRUE,RT2310126,4/7/2026,,Importer,,,,,,,,,,,,
6D907A07,VW4463-S,Model #,,,,VW4463-S,,,,GCC,HALO EASY WIDELEG PANT - SHORT,VUORI,,,,,ECL003,,PT Eclat Textile International,Jalan Saptarengga No11 Wonorejo Kec Kaliwungu Kab Kendal Jawa Tengah,,,Kendal,Jawa Tengah,Indonesia,51372,84613560751,david.hsu@eclat.com.tw,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX33405/2026/YW,www.sgs.com,,TRUE,RT2310126,4/7/2026,,Importer,,,,,,,,,,,,
60A2C39D,VW4494-L,Model #,,,,VW4494-L,,,,GCC,FORMREFINED LEGGING- LONG,VUORI,,,,,YOG001,,YOUNGONE NAMDINH CO LTD,Lot OPQR  N6 Road Hoa Xa Industrial Park Thanh Nam Ward,,,NINH BINH,,Viet Nam,,327598903,ngahtt@youngonevn.com,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX71746/2025/AC,www.sgs.com,,TRUE,KP04570JA0,7/23/2025,1610.1(d)(1),Importer,,,,,,,,,,,,
AE6B9FE9,VW4529-L,Model #,,,,VW4529-L,,,,GCC,VUORI GALAXY HIGH RISE WIDE-L,VUORI,,,,,FEAV01,,Far Eastern Apparel LTD,No 46 Dai Lo Tu Do Viet Nam Singapore Industrial Park,,,Binh Hoa Ward Thuan An,Binh Duong,Vietnam,,84901553872,jeffrey.lin@feavn.com.vn,May-26,,,,,ITL,1341,,,PT SGS Indonesia,The Garden Centre 1st & 2nd Floor - Cilandak Commercial Estate,,,Jakarta Selatan,,Indonesia,,,,1610,JAKCP260006895 R-1,www.sgs.com,,TRUE,DKI-24057,4/22/2026,1610.1(d)(1),Importer,,,,,,,,,,,,
389134A0,VW4540-S,Model #,,,,VW4540-S,,,,GCC,HALO BALLOON PANT- SHORT,VUORI,,,,,ECL003,,PT Eclat Textile International,Jalan Saptarengga No11 Wonorejo Kec Kaliwungu Kab Kendal Jawa Tengah,,,Kendal,Jawa Tengah,Indonesia,51372,84613560751,david.hsu@eclat.com.tw,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX33405/2026/YW,www.sgs.com,,TRUE,RT2310126,4/7/2026,,Importer,,,,,,,,,,,,
F06BF16C,VW4573-L,Model #,,,,VW4573-L,,,,GCC,HALO LOW RISE STRAIGHT LEG - L,VUORI,,,,,ECL003,,PT Eclat Textile International,Jalan Saptarengga No11 Wonorejo Kec Kaliwungu Kab Kendal Jawa Tengah,,,Kendal,Jawa Tengah,Indonesia,51372,84613560751,david.hsu@eclat.com.tw,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX33405/2026/YW,www.sgs.com,,TRUE,RT2310126,4/7/2026,,Importer,,,,,,,,,,,,
8D4B683E,VW4573-S,Model #,,,,VW4573-S,,,,GCC,HALO LOW RISE STRAIGHT LEG - S,VUORI,,,,,ECL003,,PT Eclat Textile International,Jalan Saptarengga No11 Wonorejo Kec Kaliwungu Kab Kendal Jawa Tengah,,,Kendal,Jawa Tengah,Indonesia,51372,84613560751,david.hsu@eclat.com.tw,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX33405/2026/YW,www.sgs.com,,TRUE,RT2310126,4/7/2026,,Importer,,,,,,,,,,,,
37FAF38D,V2071,Model #,,,,V2071,,,,GCC,CORONADO FZ HOODIE 2.0,VUORI,,,,,ECL000,,Eclat Textile Co Ltd(Vietnam),Lot 1Road 5A Nhon Trach 2 Industrial Zone Nhon Trach District,,,Nhon Trach,Dong Nai,Viet Nam,71000,84613560751,david.hsu@eclat.com.tw,Jul-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX63120/2026/JU Amendment,www.sgs.com,,TRUE,RT1906120-HR,7/9/2026,,Importer,,,,,,,,,,,,
A9DE7691,V1214,Model #,,,,V1214,,,,GCC,DREAMKNIT TEXTURE CREW,VUORI,,,,,ECL000,,Eclat Textile Co Ltd(Vietnam),Lot 1Road 5A Nhon Trach 2 Industrial Zone Nhon Trach District,,,Nhon Trach,Dong Nai,Viet Nam,71000,84613560751,david.hsu@eclat.com.tw,Jul-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX70074/2026/AC Amendment,www.sgs.com,,TRUE,RT2503260,7/20/2026,,Importer,,,,,,,,,,,,
34F5C874,V2026,Model #,,,,V2026,,,,GCC,BERIK CASHMERE HOODIE,VUORI,,,,,STI002,,CHUN XUE (KHM) CASHMERE TEXTILE COLTD,National Road No 21 PrekBek Village Koh Thom “B” Commune,,,Koh Thom,Kandal,Cambodia,,8.62152E+11,shujuanliu@shangtexdec.com,Jul-26,,,,,ITL,1023,,,SGS-CSTC Standards Technical Services (Shanghai) Co Ltd,No 889 Yishan Road xuhui district,,,Shanghai,,China,,,,1610,SL52615312101101TX,www.sgs.com,,TRUE,ZJ31YCSB231,6/18/2026,1610.1(d)(2),Importer,,,,,,,,,,,,
58B938B6,V2072,Model #,,,,V2072,,,,GCC,CORONADO V-NECK,VUORI,,,,,ECL000,,Eclat Textile Co Ltd(Vietnam),Lot 1Road 5A Nhon Trach 2 Industrial Zone Nhon Trach District,,,Nhon Trach,Dong Nai,Viet Nam,71000,84613560751,david.hsu@eclat.com.tw,Jul-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX63120/2026/JU Amendment,www.sgs.com,,TRUE,RT1906120-HR,7/9/2026,,Importer,,,,,,,,,,,,
B8B90408,V3143,Model #,,,,V3143,,,,GCC,DREAMKNIT TEXTURE SHORT 7,VUORI,,,,,ECL000,,Eclat Textile Co Ltd(Vietnam),Lot 1Road 5A Nhon Trach 2 Industrial Zone Nhon Trach District,,,Nhon Trach,Dong Nai,Viet Nam,71000,84613560751,david.hsu@eclat.com.tw,Jul-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX70074/2026/AC Amendment,www.sgs.com,,TRUE,RT2503260,7/20/2026,,Importer,,,,,,,,,,,,
81A134A0,V4128,Model #,,,,V4128,,,,GCC,DREAMKNIT TEXTURE PANT CLSC 30,VUORI,,,,,ECL000,,Eclat Textile Co Ltd(Vietnam),Lot 1Road 5A Nhon Trach 2 Industrial Zone Nhon Trach District,,,Nhon Trach,Dong Nai,Viet Nam,71000,84613560751,david.hsu@eclat.com.tw,Jul-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX70074/2026/AC Amendment,www.sgs.com,,TRUE,RT2503260,7/20/2026,,Importer,,,,,,,,,,,,
0DD0898F,V5102,Model #,,,,V5102,,,,GCC,TORO DOWN JACKET,VUORI,,,,,YOG001,,YOUNGONE NAMDINH CO LTD,Lot OPQR  N6 Road Hoa Xa Industrial Park Thanh Nam Ward,,,NINH BINH,,Viet Nam,,327598903,ngahtt@youngonevn.com,May-26,,,,,ITL,1023,,,SGS-CSTC Standards Technical Services (Shanghai) Co Ltd,No 889 Yishan Road xuhui district,,,Shanghai,,China,,,,1610,SL52515337871501TX,www.sgs.com,,TRUE,NSAB54GVX,8/25/2025,1610.1(d)(1),Importer,,,,,,,,,,,,
93F7DE0B,VW1624,Model #,,,,VW1624,,,,GCC,HORIZON JACQUARD CAMI BRA,VUORI,,,,,SAB001,,Sabrina (Cambodia) Garment Manufacturing Corp,National Road No 4 Trapaing Reussey Village Sambo Commune Samrong Torng District,,,Samraong Tong,Kampong Speu,Cambodia,,85515753886,sophegui_kh@sabrina.com.tw,Jul-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX71107/2026/TY,www.sgs.com,,TRUE,KP-N92BCU,7/16/2026,1610.1(d)(1),Importer,,,,,,,,,,,,
B451A98D,VW2202,Model #,,,,VW2202,,,,GCC,ÉMILIE CASHMERE RIB TURTLENECK,VUORI,,,,,STI002,,CHUN XUE (KHM) CASHMERE TEXTILE COLTD,National Road No 21 PrekBek Village Koh Thom “B” Commune,,,Koh Thom,Kandal,Cambodia,,8.62152E+11,shujuanliu@shangtexdec.com,Jul-26,,,,,ITL,1023,,,SGS-CSTC Standards Technical Services (Shanghai) Co Ltd,No 889 Yishan Road xuhui district,,,Shanghai,,China,,,,1610,SL52615311666201TX,www.sgs.com,,TRUE,Y0260-CHILL,5/28/2026,1610.1(d)(1),Importer,,,,,,,,,,,,
6EF1E0A1,VW2219,Model #,,,,VW2219,,,,GCC,HALO RELAXED HALF ZIP,VUORI,,,,,ECL001-1,,E-Top,Lot Ix-1 Ix-2 Ix-3 Ix-4 My Xuan B1 Tien Hung Industrial Zone My Xuan Ward Phu My Town Ba Ria,,,Phu My,Vung Tau,Viet Nam,795650,84613560751,david.hsu@eclat.com.tw,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX33405/2026/YW,www.sgs.com,,TRUE,RT2310126,4/7/2026,,Importer,,,,,,,,,,,,
4501EF12,VW3318,Model #,,,,VW3318,,,,GCC,MODAL SLEEP SET,VUORI,,,,,FEAV01,,Far Eastern Apparel LTD,No 46 Dai Lo Tu Do Viet Nam Singapore Industrial Park,,,Binh Hoa Ward Thuan An,Binh Duong,Vietnam,,84901553872,jeffrey.lin@feavn.com.vn,May-26,,,,,ITL,1016,,,SGS Hong Kong Limited,1/F On Wui Centre 25 Lok Yip Road Fanling NT,,,Hong Kong,,Hong Kong,,,,1610,SL12600312836801TX,www.sgs.com,,TRUE,AFP03839,5/23/2026,1610.1(d)(1),Importer,,,,,,,,,,,,
344D4D6F,VW4130-L,Model #,,,,VW4130-L,,,,GCC,VUORI ALLTHEFORM LEGGING-LONG,VUORI,,,,,YOG001,,YOUNGONE NAMDINH CO LTD,Lot OPQR  N6 Road Hoa Xa Industrial Park Thanh Nam Ward,,,NINH BINH,,Viet Nam,,327598903,ngahtt@youngonevn.com,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX71746/2025/AC,www.sgs.com,,TRUE,KP04570JA0,7/23/2025,1610.1(d)(1),Importer,,,,,,,,,,,,
111DB82D,VW4386,Model #,,,,VW4386,,,,GCC,CHILLED OUT STREAMLINED JUMP,VUORI,,,,,SAB001,,Sabrina (Cambodia) Garment Manufacturing Corp,National Road No 4 Trapaing Reussey Village Sambo Commune Samrong Torng District,,,Samraong Tong,Kampong Speu,Cambodia,,85515753886,sophegui_kh@sabrina.com.tw,Jul-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX71107/2026/TY,www.sgs.com,,TRUE,KP-N92BCU,7/16/2026,1610.1(d)(1),Importer,,,,,,,,,,,,
DC2E8E19,VW4572,Model #,,,,VW4572,,,,GCC,HORIZON JACQUARD SLIM FLARE,VUORI,,,,,SAB003-1,,AROMA SUCCESS GARMENT CO LTD,Tang Snao village Tumpoar Meas commune Samraong Tong district,,,Samraong Tong,Kampong Speu,Cambodia,,85598535466,fionsun@sabrina.com.tw,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX71107/2026/TY,www.sgs.com,,TRUE,KP-N92BCU,7/16/2026,1610.1(d)(1),Importer,,,,,,,,,,,,
576FB147,VW4596,Model #,,,,VW4596,,,,GCC,VUORI ALLTHEFEELS LAYERED SLIM,VUORI,,,,,ECL004,,Colltex Garment MFY CoLtd,Lot 28 Road 7 Trang Bang Industrial Zone An Tinh Ward,,,Trang Bang,Tay Ninh,Viet Nam,,84613560751,david.hsu@eclat.com.tw,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX74357/2025/AC,www.sgs.com,,TRUE,A10AAPE0010,8/6/2025,1610.1(d)(1),Importer,,,,,,,,,,,,
E2108509,VW4597,Model #,,,,VW4597,,,,GCC,VUORI ALLTHEFEELS LAYERED LEG,VUORI,,,,,ECL004,,Colltex Garment MFY CoLtd,Lot 28 Road 7 Trang Bang Industrial Zone An Tinh Ward,,,Trang Bang,Tay Ninh,Viet Nam,,84613560751,david.hsu@eclat.com.tw,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX74357/2025/AC,www.sgs.com,,TRUE,A10AAPE0010,8/6/2025,1610.1(d)(1),Importer,,,,,,,,,,,,
141B102C,VW4606,Model #,,,,VW4606,,,,GCC,W'S BEACH FLEECE RELAXED SWEAT,VUORI,,,,,FEAV01,,Far Eastern Apparel LTD,No 46 Dai Lo Tu Do Viet Nam Singapore Industrial Park,,,Binh Hoa Ward Thuan An,Binh Duong,Vietnam,,84901553872,jeffrey.lin@feavn.com.vn,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX40932/2026/YA,www.sgs.com,,TRUE,KW-3820D,4/28/2026,,Importer,,,,,,,,,,,,
D211CFA3,VW5091,Model #,,,,VW5091,,,,GCC,HORIZON JACQUARD FZ JACKET,VUORI,,,,,SAB001,,Sabrina (Cambodia) Garment Manufacturing Corp,National Road No 4 Trapaing Reussey Village Sambo Commune Samrong Torng District,,,Samraong Tong,Kampong Speu,Cambodia,,85515753886,sophegui_kh@sabrina.com.tw,Jul-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX71107/2026/TY,www.sgs.com,,TRUE,KP-N92BCU,7/16/2026,1610.1(d)(1),Importer,,,,,,,,,,,,
4E3CB1E0,VW597,Model #,,,,VW597,,,,GCC,ICELANDIC ANORAK,VUORI,,,,,HOJ001,,PT Yongjin Javasuka Garment,JLRaya Siliwangi KM35 Desa Benda Kec Cicurug-KabSukabumi 43359,,,Sukabumi,West Java,Indonesia,,6.22669E+11,charles@yongjin.co.id,May-26,,,,,ITL,1357,,,SGS-CSTC Standards Technical Services Co Ltd Hangzhou Branch Testing Center,3-6/F Building 4 Huaye Hi-Tech Industrial Park No1180 Binan Road Binjiang District,,,Hangzhou,Zhejiang,China,,,,1610,SL62606304719301TX,www.sgs.com,,TRUE,575FWR2L,5/12/2026,,Importer,,,,,,,,,,,,
BC8A1E3F,V5106,Model #,,,,V5106,,,,GCC,VUORI CORD JACKET 2.0,VUORI,,,,,ASMVN003,,Hung Ha Garment Factory,240 Long Hung Street Hung Ha Commune,,,Thai Binh,Thai Binh,Viet Nam,,84827889120,nkhong@ppj-international.com,May-26,,,,,ITL,1016,,,SGS Hong Kong Limited,1/F On Wui Centre 25 Lok Yip Road Fanling NT,,,Hong Kong,,Hong Kong,,,,1610,SL12600302098101TX,www.sgs.com,,TRUE,RP2201-003,4/27/2026,,Importer,,,,,,,,,,,,
9CB4A891,VW1507,Model #,,,,VW1507,,,,GCC,VUORI ALLTHEFORM WRAP TOP,VUORI,,,,,MAS004,,Linea Intimo - MAS Active,MAS Active (Pvt) Ltd – Linea Intimo Lot 89A EPZ Biyagama,,,Malwana,Western Province,Sri Lanka,,94777004952,surangapa@masholdings.com,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX71746/2025/AC,www.sgs.com,,TRUE,KP04570JA0,7/23/2025,1610.1(d)(1),Importer,,,,,,,,,,,,
3FB9C6D4,VW1557,Model #,,,,VW1557,,,,GCC,L/S KENSINGTON CLS BUTTON DOWN,VUORI,,,,,ASMVN002,,Thai Ha Garment Factory,Land lot No 506 Map sheet No 3 Gia Le Industrial Park Tra Ly Ward,,,Hung Yen,Hung Yen,Viet Nam,,84869364200,jessi.bui@vn.asmaragroup.com,May-26,,,,,ITL,1023,,,SGS-CSTC Standards Technical Services (Shanghai) Co Ltd,No 889 Yishan Road xuhui district,,,Shanghai,,China,,,,1610,SL52615312405001TX,www.sgs.com,,TRUE,JBVI00258SA-02,5/28/2026,1610.1(d)(1),Importer,,,,,,,,,,,,
BA7DCAF8,VW4047-L,Model #,,,,VW4047-L,,,,GCC,VILLA WIDELEG - LONG,VUORI,,,,,ASMVN003,,Hung Ha Garment Factory,240 Long Hung Street Hung Ha Commune,,,Thai Binh,Thai Binh,Viet Nam,,84827889120,nkhong@ppj-international.com,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX40597/2026/YA,www.sgs.com,,TRUE,FVF06314QD,4/15/2026,1610.1(d)(1),Importer,,,,,,,,,,,,
D778858E,VW4540,Model #,,,,VW4540,,,,GCC,HALO BALLOON PANT,VUORI,,,,,ECL003,,PT Eclat Textile International,Jalan Saptarengga No11 Wonorejo Kec Kaliwungu Kab Kendal Jawa Tengah,,,Kendal,Jawa Tengah,Indonesia,51372,84613560751,david.hsu@eclat.com.tw,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX33405/2026/YW,www.sgs.com,,TRUE,RT2310126,4/7/2026,,Importer,,,,,,,,,,,,
46BFE980,VW5033,Model #,,,,VW5033,,,,GCC,W COORDINATE PACKABLE DOWN JKT,VUORI,,,,,HOJ001,,PT Yongjin Javasuka Garment,JLRaya Siliwangi KM35 Desa Benda Kec Cicurug-KabSukabumi 43359,,,Sukabumi,West Java,Indonesia,,6.22669E+11,charles@yongjin.co.id,May-26,,,,,ITL,1023,,,SGS-CSTC Standards Technical Services (Shanghai) Co Ltd,No 889 Yishan Road xuhui district,,,Shanghai,,China,,,,1610,SL52605308768201TX,www.sgs.com,,TRUE,PN7792GK2,5/8/2026,1610.1(d)(2),Importer,,,,,,,,,,,,
25EE28A7,VW1516,Model #,,,,VW1516,,,,GCC,ELEVATION SQUARE NECK BRA,VUORI,,,,,ECL001-1,,E-Top,Lot Ix-1 Ix-2 Ix-3 Ix-4 My Xuan B1 Tien Hung Industrial Zone My Xuan Ward Phu My Town Ba Ria,,,Phu My,Vung Tau,Viet Nam,795650,84613560751,david.hsu@eclat.com.tw,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX70400/2026/TY,www.sgs.com,,TRUE,REV0527,7/15/2026,,Importer,,,,,,,,,,,,
5DA50774,VW4514-L,Model #,,,,VW4514-L,,,,GCC,MAVEN PULL-ON WIDELEG-LONG,VUORI,,,,,FEAV01,,Far Eastern Apparel LTD,No 46 Dai Lo Tu Do Viet Nam Singapore Industrial Park,,,Binh Hoa Ward Thuan An,Binh Duong,Vietnam,,84901553872,jeffrey.lin@feavn.com.vn,May-26,,,,,ITL,1388,,,SGS-CSTC Standards Technical Services (Changzhou) Co Ltd, Building 30 and Building 18 Heimudan Science Park Tianning District Changzhou Jiangsu China,,,Changzhou,Jiangsu,China,,,,1610,SL42604302381301TX,www.sgs.com,,TRUE,MSP0006JH-D,5/7/2026,1610.1(d)(1),Importer,,,,,,,,,,,,
CCD027C9,VW4514-S,Model #,,,,VW4514-S,,,,GCC,MAVEN PULL-ON WIDELEG-SHORT,VUORI,,,,,FEAV01,,Far Eastern Apparel LTD,No 46 Dai Lo Tu Do Viet Nam Singapore Industrial Park,,,Binh Hoa Ward Thuan An,Binh Duong,Vietnam,,84901553872,jeffrey.lin@feavn.com.vn,May-26,,,,,ITL,1388,,,SGS-CSTC Standards Technical Services (Changzhou) Co Ltd, Building 30 and Building 18 Heimudan Science Park Tianning District Changzhou Jiangsu China,,,Changzhou,Jiangsu,China,,,,1610,SL42604302381301TX,www.sgs.com,,TRUE,MSP0006JH-D,5/7/2026,1610.1(d)(1),Importer,,,,,,,,,,,,
91A162FF,VW1423,Model #,,,,VW1423,,,,GCC,HALO CROSS BACK TANK,VUORI,,,,,ECL004,,Colltex Garment MFY CoLtd,Lot 28 Road 7 Trang Bang Industrial Zone An Tinh Ward,,,Trang Bang,Tay Ninh,Viet Nam,,84613560751,david.hsu@eclat.com.tw,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX33708/2026/YW-Amendment,www.sgs.com,,TRUE,RT1209045,4/10/2026,1610.1(d)(1),Importer,,,,,,,,,,,,
204BDB88,V1116,Model #,,,,V1116,,,,GCC,VIEWPOINT MUSCLE TANK 2.0,VUORI,,,,,ECL000,,Eclat Textile Co Ltd(Vietnam),Lot 1Road 5A Nhon Trach 2 Industrial Zone Nhon Trach District,,,Nhon Trach,Dong Nai,Viet Nam,71000,84613560751,david.hsu@eclat.com.tw,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX21933/2026/YA,www.sgs.com,,TRUE,RT2204035,3/11/2026,1610.1(d)(1),Importer,,,,,,,,,,,,
